"","ethnicity","sex","agegrp","qualification","hours","income"
"10445","European","female",65,1,36,525
"10446","Maori","female",35,3,45,859
"10447","European","female",55,4,20,425
"10448","European","male",60,4,35,1355
"10449","European","female",45,3,38.5,769
"10450","Asian","female",50,4,40,1036
"10451","European","male",35,3,40,1688
"10452","Asian","male",40,4,40,902
"10453","Asian","female",50,4,37,1317
"10454","Pacific","male",40,1,40,1117
"10455","European","female",20,2,40,660
"10456","European","male",20,4,40,792
"10457","European","male",65,1,2,29
"10458","European","female",40,3,30,472
"10459","Maori","male",55,1,40,540
"10460","Maori","male",40,4,40,1055
"10461","European","female",40,2,40,1243
"10462","Asian","female",60,2,10,210
"10463","European","female",35,3,15,589
"10464","European","male",50,3,40,648
"10465","European","female",35,3,40,673
"10466","European","male",30,2,48,1374
"10467","European","male",40,2,58,3622
"10468","European","female",40,3,15,297
"10469","European","male",45,4,40,1688
"10470","European","male",40,2,40,1510
"10471","European","female",50,3,38,1154
"10472","European","male",30,3,40,715
"10473","European","female",40,4,16,673
"10474","European","female",60,4,37,2076
"10475","European","male",30,3,37,2589
"10476","European","female",35,3,60,768
"10477","European","female",30,4,8,203
"10478","European","female",20,2,49,972
"10479","European","male",60,4,126,2958
"10480","Asian","female",35,3,35,856
"10481","Maori","male",65,1,36,911
"10482","European","male",50,2,41,737
"10483","European","male",15,2,40,754
"10484","Maori","male",45,1,38.5,1222
"10485","Maori","male",60,3,48,697
"10486","European","male",35,2,40,1822
"10487","Pacific","female",45,1,40,1899
"10488","Maori","male",45,1,48,1750
"10489","European","male",55,1,50,834
"10490","European","female",40,3,13,2025
"10491","European","female",35,3,42,1474
"10492","European","female",50,1,24,456
"10493","European","male",20,4,40,1160
"10494","European","male",25,2,7,2658
"10495","European","male",60,2,42.5,842
"10496","European","male",50,4,42.5,655
"10497","European","female",45,3,10.5,371
"10498","European","female",45,4,37,1036
"10499","European","female",55,3,40,792
"10500","European","male",55,1,37,759
"10501","European","male",60,2,40,748
"10502","Maori","female",25,2,38,469
"10503","European","male",65,3,30,1150
"10504","Asian","male",35,1,45,1711
"10505","European","male",20,2,40,720
"10506","Asian","female",35,4,40,553
"10507","European","male",45,2,52,1436
"10508","European","male",40,3,34,2338
"10509","European","female",65,1,50,1604
"10510","European","female",55,1,40,1188
"10511","European","female",35,3,48,739
"10512","European","male",65,1,37,2113
"10513","European","female",40,2,4,97
"10514","European","male",45,2,24.5,705
"10515","European","male",65,1,40,1036
"10516","European","male",50,3,11.5,176
"10517","European","male",30,3,24,926
"10518","European","female",45,1,25,836
"10519","European","male",55,1,40,880
"10520","European","male",40,3,40.5,930
"10521","European","female",50,2,40,1100
"10522","European","male",30,3,40,605
"10523","Asian","female",45,1,37.5,1519
"10524","European","male",50,4,40,1208
"10525","European","female",40,3,37.5,552
"10526","Asian","female",40,4,40,1059
"10527","European","male",25,4,55,1196
"10528","Maori","male",50,1,40,915
"10529","Pacific","male",60,3,45,855
"10530","European","female",30,4,8,138
"10531","Asian","male",20,4,20,303
"10532","European","male",25,3,40,949
"10533","European","male",25,4,18.5,268
"10534","European","female",35,4,45,2078
"10535","European","male",20,4,40,660
"10536","European","female",45,1,29,574
"10537","Pacific","female",15,2,20,483
"10538","Asian","female",30,4,20,777
"10539","European","male",25,4,40,803
"10540","Asian","male",25,3,50,902
"10541","European","male",35,2,40,672
"10542","European","male",60,2,40,727
"10543","European","female",45,3,40,829
"10544","Pacific","female",55,3,40,900
"10545","European","male",55,3,46,1446
"10546","European","male",65,2,42.5,801
"10547","European","male",50,1,47,581
"10548","Asian","male",25,3,44.5,621
"10549","Pacific","female",20,2,40,651
"10550","European","male",30,3,20,366
"10551","Maori","female",25,4,37.5,1350
"10552","European","male",40,2,45,1395
"10553","European","female",25,4,37,1498
"10554","European","male",30,1,50,963
"10555","Maori","male",35,1,40,690
"10556","European","female",40,3,40,1308
"10557","Maori","male",55,3,40,924
"10558","European","female",40,3,40,1078
"10559","European","female",50,3,40,844
"10560","European","male",60,4,45,1437
"10561","European","male",20,3,45,561
"10562","European","male",55,1,16,694
"10563","European","male",55,4,45,1726
"10564","European","male",45,3,40,882
"10565","European","male",50,3,40,883
"10566","European","female",45,4,40,1122
"10567","Asian","male",35,4,40,1174
"10568","European","male",55,3,45,850
"10569","European","male",20,2,40,520
"10570","European","male",50,4,40,1044
"10571","European","female",25,4,41.5,645
"10572","European","male",60,1,40,942
"10573","European","female",65,3,40,1857
"10574","European","female",20,2,44,642
"10575","European","female",25,3,37.5,543
"10576","Maori","male",25,4,40,794
"10577","European","female",55,3,40,1347
"10578","Maori","male",15,2,34.5,701
"10579","European","male",55,3,60,2344
"10580","European","male",60,3,37.5,876
"10581","Asian","male",20,2,42,959
"10582","European","male",60,4,40,756
"10583","European","male",40,1,48,1058
"10584","Maori","male",30,2,40,1329
"10585","European","male",40,3,45,1369
"10586","European","female",35,4,41.5,1080
"10587","European","female",20,3,59,2334
"10588","European","female",40,1,37,1119
"10589","European","female",35,4,37,1502
"10590","Maori","female",55,1,38,775
"10591","European","female",55,3,25.5,365
"10592","European","male",35,3,42,529
"10593","European","male",25,3,40,844
"10594","Pacific","male",15,1,40,750
"10595","Asian","male",55,2,16,1034
"10596","European","male",20,2,28,481
"10597","Asian","male",35,4,40.5,2010
"10598","Maori","female",20,2,25,495
"10599","Maori","male",55,3,60,960
"10600","European","male",60,1,53,1322
"10601","Asian","female",15,1,37.5,982
"10602","European","female",60,4,50,1376
"10603","European","female",20,2,46,602
"10604","Maori","female",45,1,27,2051
"10605","Asian","male",20,2,28,313
"10606","Maori","female",35,3,40,814
"10607","European","female",65,2,4,137
"10608","European","female",30,3,40,605
"10609","European","female",45,2,40,540
"10610","European","female",35,3,60,1902
"10611","European","male",45,4,31,793
"10612","European","male",25,3,7,515
"10613","European","male",50,4,42,837
"10614","Maori","male",15,2,32,475
"10615","European","male",50,1,40,898
"10616","Asian","male",25,4,60,629
"10617","European","male",55,4,42,660
"10618","Maori","female",15,2,40,1053
"10619","European","female",25,4,20,558
"10620","Maori","male",30,2,40,535
"10621","European","male",50,3,43,1886
"10622","European","male",45,3,42,1090
"10623","Asian","female",40,4,40,738
"10624","European","female",55,2,40,1208
"10625","European","male",20,4,44,733
"10626","European","female",65,3,37.5,1331
"10627","European","male",35,3,40,1035
"10628","Maori","male",35,1,44,680
"10629","Asian","male",50,4,40,1238
"10630","European","female",40,4,40,925
"10631","European","male",45,3,40,810
"10632","European","female",35,3,37.5,1399
"10633","Asian","male",25,4,40,704
"10634","European","male",30,3,40,1842
"10635","European","male",35,3,27.5,1288
"10636","Maori","female",50,3,40,864
"10637","European","male",30,2,37.5,1074
"10638","Maori","female",50,1,16,1271
"10639","European","male",65,4,45,1183
"10640","Asian","female",35,4,37.5,1442
"10641","European","male",20,4,12,172
"10642","European","female",50,2,36.5,1161
"10643","Asian","male",20,2,48,696
"10644","Asian","male",45,3,25,532
"10645","Pacific","male",55,3,46,579
"10646","European","female",60,3,32,389
"10647","European","male",20,2,37.5,2148
"10648","European","male",60,1,31.5,1228
"10649","European","female",40,4,40,1731
"10650","European","male",40,3,42.5,1291
"10651","European","male",45,3,40,1436
"10652","European","female",40,3,40,701
"10653","European","female",40,2,45,777
"10654","European","male",40,4,42,945
"10655","European","female",50,2,40,1344
"10656","European","female",50,3,35,472
"10657","European","female",60,3,40,924
"10658","Maori","male",35,3,60,1122
"10659","European","male",45,2,40,539
"10660","European","male",35,2,40,1085
"10661","European","female",60,1,40,968
"10662","European","female",60,2,40,773
"10663","Pacific","male",45,2,45,1546
"10664","European","male",55,3,50,1812
"10665","European","female",60,4,36.5,836
"10666","Asian","male",15,2,7.5,111
"10667","Asian","female",30,4,30,972
"10668","Maori","female",20,3,50,1100
"10669","European","male",55,1,40,1309
"10670","European","female",50,3,40,949
"10671","European","male",35,2,55,1134
"10672","Maori","male",30,1,58,1578
"10673","Pacific","female",50,3,15.5,567
"10674","Asian","female",35,4,35.5,1446
"10675","European","female",50,2,37.5,1232
"10676","Asian","female",25,4,50,1070
"10677","European","female",55,2,28,2790
"10678","European","female",30,4,8,1040
"10679","Asian","female",25,4,40,648
"10680","European","male",35,4,5,285
"10681","Asian","male",45,2,50,1041
"10682","European","female",65,3,40,2774
"10683","European","male",35,3,40,1013
"10684","European","female",40,2,16,880
"10685","European","male",60,2,46,903
"10686","European","female",30,2,10,156
"10687","European","male",45,3,20,308
"10688","European","female",30,3,5,348
"10689","European","male",60,1,45,790
"10690","European","female",30,2,32,432
"10691","European","male",20,4,44,1813
"10692","European","male",35,1,37,742
"10693","European","female",45,2,34,1657
"10694","European","female",60,2,40,1812
"10695","European","male",40,3,5.5,349
"10696","European","female",45,4,19,685
"10697","European","male",65,1,20,432
"10698","Maori","female",50,3,60,1279
"10699","European","female",30,4,35,994
"10700","European","female",40,1,37,1477
"10701","European","female",25,1,42.5,1161
"10702","European","female",50,2,37.5,1097
"10703","European","male",50,4,40,1835
"10704","European","male",30,4,40,829
"10705","European","male",25,3,45,697
"10706","European","male",15,2,8,113
"10707","European","female",40,3,36,1859
"10708","European","female",40,3,3,92
"10709","European","male",30,4,40.5,548
"10710","European","male",35,4,19.5,234
"10711","European","female",20,2,10,122
"10712","European","male",50,3,66.5,1978
"10713","European","female",30,4,31.5,877
"10714","European","male",25,3,40,1086
"10715","European","male",65,3,20,476
"10716","Maori","female",30,2,24,324
"10717","Asian","female",40,4,30,1000
"10718","European","female",65,1,5,257
"10719","European","male",40,3,65,1487
"10720","European","male",25,3,12,385
"10721","European","male",20,2,42,924
"10722","European","male",35,3,40,1268
"10723","European","female",60,1,5,159
"10724","European","male",40,3,31,1364
"10725","European","female",40,1,45,766
"10726","European","male",20,1,40,468
"10727","European","male",30,3,40,1553
"10728","European","male",40,3,42.5,842
"10729","European","male",45,4,20,383
"10730","European","male",20,1,40,848
"10731","European","male",30,3,42.5,1005
"10732","European","female",55,1,44,2262
"10733","European","male",60,1,47,1654
"10734","Maori","male",15,1,12,169
"10735","European","male",35,2,50,1059
"10736","European","female",25,3,2,185
"10737","European","female",60,4,40,898
"10738","European","female",40,4,45,1418
"10739","European","female",55,3,40,846
"10740","Asian","male",25,4,12.5,210
"10741","European","male",30,3,45,822
"10742","European","female",60,4,35,1011
"10743","Maori","male",15,1,12.5,263
"10744","European","female",40,2,2.5,137
"10745","European","male",35,1,40,498
"10746","Maori","male",45,3,42,1134
"10747","European","female",45,2,40,450
"10748","European","male",25,1,40,536
"10749","European","male",45,2,40,1552
"10750","European","female",25,4,10,277
"10751","Asian","male",35,4,40,1519
"10752","European","female",60,1,40,792
"10753","Maori","male",55,1,37,2582
"10754","European","male",60,1,38,2049
"10755","European","female",45,1,45,1161
"10756","European","female",60,2,40,2532
"10757","European","male",55,3,40,619
"10758","Pacific","female",25,4,37,552
"10759","Asian","male",25,4,40,735
"10760","European","male",35,2,72,4841
"10761","European","female",15,2,40,682
"10762","European","male",20,2,42.5,866
"10763","European","female",50,4,40,1030
"10764","European","male",45,3,40,540
"10765","European","female",65,1,37,875
"10766","European","female",35,3,37,1150
"10767","Asian","male",25,4,40,571
"10768","European","female",50,4,25,597
"10769","European","female",20,3,40,654
"10770","European","female",20,2,20,261
"10771","Maori","male",30,2,44,1043
"10772","European","male",20,2,14,235
"10773","European","female",55,2,40,748
"10774","Asian","female",45,4,40,590
"10775","Maori","female",35,1,40,811
"10776","European","female",35,3,1,55
"10777","European","male",20,1,28,677
"10778","European","male",30,3,45,1058
"10779","European","male",20,2,50,946
"10780","European","male",20,2,50,788
"10781","European","female",60,3,35,616
"10782","Maori","male",55,1,50,1065
"10783","European","female",45,2,40,704
"10784","European","female",40,2,23.5,307
"10785","European","male",55,3,40,1118
"10786","European","female",25,4,46.5,836
"10787","European","female",50,2,4,68
"10788","European","female",50,3,37,907
"10789","European","female",50,4,35,1312
"10790","Asian","male",35,4,37.5,1793
"10791","European","male",35,3,45,949
"10792","Maori","female",55,1,37,1291
"10793","European","female",25,4,20,832
"10794","European","male",65,3,40,1510
"10795","European","male",65,1,40,812
"10796","European","female",45,2,45,1519
"10797","European","male",30,3,40,574
"10798","European","female",60,4,16,576
"10799","Pacific","male",40,4,28,378
"10800","European","male",60,4,40,522
"10801","European","female",60,1,10,545
"10802","European","female",25,4,40,1540
"10803","European","male",45,3,40,1582
"10804","European","female",25,1,33,2108
"10805","European","female",20,2,40,765
"10806","European","female",35,3,40,2662
"10807","European","female",45,3,15,264
"10808","European","female",55,2,42,1196
"10809","Asian","female",40,4,24,468
"10810","Maori","female",25,4,40,864
"10811","European","female",25,4,40,1275
"10812","European","female",45,2,10,749
"10813","Asian","male",25,4,40,875
"10814","European","male",25,4,40,844
"10815","Maori","male",60,3,44,673
"10816","European","male",25,4,41.5,1003
"10817","European","female",50,3,37.5,490
"10818","European","female",20,2,40,486
"10819","European","female",55,2,44,994
"10820","Asian","male",35,2,48,2228
"10821","European","male",35,4,60,4359
"10822","European","male",45,4,20,942
"10823","European","female",50,2,40,672
"10824","European","female",25,4,60,990
"10825","European","female",20,3,20,461
"10826","European","male",60,2,40,932
"10827","Asian","female",60,2,35,1610
"10828","Asian","male",35,3,12,1481
"10829","European","female",60,2,40,648
"10830","European","male",40,3,40,550
"10831","European","male",25,1,50.5,980
"10832","European","female",20,2,6,196
"10833","European","female",35,2,40,1778
"10834","European","female",50,3,40,4631
"10835","European","male",45,1,50,1149
"10836","European","female",50,3,40,936
"10837","European","male",20,2,40,516
"10838","European","female",35,1,40.5,1880
"10839","European","female",65,3,48,1600
"10840","European","female",35,2,10,139
"10841","European","male",40,2,40,810
"10842","European","female",55,3,40,1473
"10843","European","female",55,4,22,1003
"10844","European","female",50,2,10,364
"10845","Asian","female",30,4,40,1320
"10846","European","male",35,1,45,567
"10847","European","male",60,4,40,1501
"10848","European","female",40,2,37,863
"10849","European","male",30,3,40,1101
"10850","European","male",50,1,50,1119
"10851","European","female",35,4,20,164
"10852","European","female",40,2,37.5,836
"10853","Asian","male",20,2,25,413
"10854","European","male",65,4,9,147
"10855","European","male",25,3,30,2532
"10856","European","female",50,1,40,1124
"10857","European","male",50,1,50,1540
"10858","European","male",60,4,40,1610
"10859","European","female",20,2,18,337
"10860","Maori","female",40,3,40,660
"10861","Pacific","female",35,1,50,1080
"10862","European","female",55,4,24,1012
"10863","European","female",45,4,33.5,781
"10864","European","male",20,3,37,759
"10865","European","female",60,1,5,66
"10866","European","female",35,3,35,533
"10867","European","female",55,2,16,580
"10868","European","male",60,4,39,1367
"10869","European","female",55,1,30,857
"10870","European","female",65,3,35,1152
"10871","European","female",35,3,40,1105
"10872","Asian","male",50,1,6,183
"10873","European","male",30,4,40,1381
"10874","European","female",30,4,40,526
"10875","European","male",20,2,50,585
"10876","European","female",65,2,40,880
"10877","European","female",35,4,16,825
"10878","European","female",25,4,33,1266
"10879","Asian","female",55,3,16,481
"10880","European","male",30,1,46,1098
"10881","European","female",50,3,39,950
"10882","Pacific","female",50,3,38,821
"10883","European","male",30,2,40,1519
"10884","Maori","female",45,1,40,720
"10885","European","male",50,3,40,863
"10886","European","female",25,4,40,967
"10887","European","male",50,3,37.5,1820
"10888","European","male",45,3,41.5,843
"10889","European","male",35,3,23,506
"10890","European","male",35,2,45,1992
"10891","Asian","male",35,2,40,720
"10892","European","male",20,2,20,308
"10893","European","female",50,1,37,898
"10894","European","male",65,3,26.5,364
"10895","European","male",30,3,50,1562
"10896","European","male",45,4,55,668
"10897","European","female",40,2,14,341
"10898","European","female",30,2,37.5,720
"10899","European","female",60,1,12,552
"10900","European","male",15,1,55,1378
"10901","Maori","male",50,3,45,693
"10902","Maori","female",20,1,44,774
"10903","Maori","male",20,2,25,371
"10904","European","female",20,2,32,964
"10905","European","male",40,3,22,513
"10906","European","female",35,4,40,1122
"10907","European","male",65,1,35,1113
"10908","European","male",45,3,45,1124
"10909","Asian","male",40,2,60,1188
"10910","European","female",55,2,24,6629
"10911","Asian","female",45,3,25,745
"10912","European","female",45,3,40,1899
"10913","European","male",30,2,45,775
"10914","European","female",60,1,16,726
"10915","European","male",60,3,47,1014
"10916","European","female",20,2,30,562
"10917","European","male",15,3,45,673
"10918","European","female",55,4,40,1245
"10919","European","male",40,1,5,247
"10920","European","female",50,2,16,920
"10921","European","female",60,1,40,475
"10922","European","male",35,4,80,1434
"10923","European","female",15,2,15,184
"10924","European","female",35,2,27.5,705
"10925","European","male",45,4,41,2076
"10926","European","female",35,3,16,376
"10927","European","female",55,1,40,561
"10928","European","female",65,1,40,886
"10929","Pacific","female",35,3,40,3390
"10930","European","female",60,3,37.5,1557
"10931","European","female",45,3,40,759
"10932","European","male",55,1,42.5,249
"10933","European","female",30,4,40,649
"10934","Maori","male",35,1,42.5,1364
"10935","European","male",25,1,30,513
"10936","Pacific","male",35,2,16,9006
"10937","European","male",20,3,40,504
"10938","European","male",25,3,40,494
"10939","Maori","male",20,2,26.5,491
"10940","Asian","male",55,4,40,1954
"10941","European","male",45,3,60,1189
"10942","European","female",55,2,10,637
"10943","European","female",65,2,40,695
"10944","European","female",60,1,36,745
"10945","European","female",45,4,36,1265
"10946","European","female",40,3,40,630
"10947","European","male",20,2,30,467
"10948","European","male",30,3,10,253
"10949","European","female",20,4,5,28
"10950","European","female",50,2,40,1055
"10951","European","female",20,4,40,660
"10952","European","female",40,1,15,730
"10953","European","female",60,3,16,1169
"10954","European","male",15,1,47,586
"10955","Pacific","male",25,3,45,902
"10956","European","male",50,1,25,413
"10957","Maori","female",20,4,40,871
"10958","European","female",55,1,31,801
"10959","Maori","male",35,1,40,1055
"10960","Maori","female",25,1,10,144
"10961","European","female",40,3,30,1116
"10962","European","female",45,2,50,1199
"10963","European","male",55,1,45,3383
"10964","European","male",20,3,30,900
"10965","European","female",50,3,20,485
"10966","Pacific","male",35,1,44,609
"10967","European","female",40,4,6,619
"10968","Maori","female",30,3,15,1313
"10969","European","female",35,3,40,594
"10970","European","female",45,4,20,796
"10971","European","female",30,2,37.5,816
"10972","European","female",40,4,12,609
"10973","European","male",55,1,35,520
"10974","European","male",15,2,35,567
"10975","European","female",55,2,12,542
"10976","Asian","male",20,2,24,343
"10977","European","female",50,3,12,502
"10978","Asian","female",25,4,4,144
"10979","Asian","male",35,4,40,1603
"10980","European","female",20,2,36,640
"10981","European","female",65,1,7,167
"10982","European","female",25,2,23,632
"10983","European","male",65,1,11,1119
"10984","European","male",40,1,45,1435
"10985","European","female",65,3,12,756
"10986","European","male",35,3,40,818
"10987","European","male",60,4,55,920
"10988","European","female",20,4,50,2599
"10989","European","female",55,1,40,944
"10990","European","female",65,1,13.5,219
"10991","European","male",25,4,37,1407
"10992","European","female",30,3,16.5,712
"10993","European","female",40,2,15,363
"10994","European","female",15,2,54.5,836
"10995","European","female",25,3,11,148
"10996","European","female",35,3,37.5,483
"10997","European","female",25,4,37,1429
"10998","Asian","female",35,4,40,660
"10999","European","female",40,3,40,691
"11000","European","male",25,2,40,576
"11001","European","female",25,1,40,513
"11002","European","female",50,3,40,949
"11003","European","male",55,3,40,1059
"11004","European","male",25,4,40,778
"11005","European","female",35,3,40,633
"11006","European","male",40,3,34.5,607
"11007","European","male",30,3,46,746
"11008","European","female",50,3,32,600
"11009","European","male",45,2,50,2337
"11010","European","male",50,2,47,1349
"11011","European","female",55,4,40,1899
"11012","European","male",40,3,52,1291
"11013","European","male",45,3,60,1299
"11014","European","male",60,3,41,935
"11015","European","female",50,3,40,1316
"11016","European","female",55,2,10,167
"11017","European","male",45,3,40,1070
"11018","European","female",40,4,30,1082
"11019","Maori","male",30,1,40,648
"11020","European","male",65,1,35,616
"11021","European","female",15,2,4,66
"11022","Maori","female",25,2,40,984
"11023","European","male",40,3,43,813
"11024","European","male",50,3,67.5,1424
"11025","European","female",40,4,37.5,2025
"11026","European","male",40,3,45,990
"11027","Asian","female",25,4,48,972
"11028","European","female",65,3,28,441
"11029","European","male",20,3,37.5,1057
"11030","Maori","female",15,2,35,691
"11031","European","female",40,3,22,484
"11032","Asian","male",35,4,70,2074
"11033","European","female",15,2,32,528
"11034","Maori","male",25,1,50,615
"11035","European","male",60,1,45,1813
"11036","Maori","female",55,1,37.5,975
"11037","Asian","male",20,2,7.5,254
"11038","European","female",15,1,40,1001
"11039","European","male",50,3,22,841
"11040","Maori","female",45,1,40,540
"11041","European","male",55,2,45,1215
"11042","European","female",55,3,32,1219
"11043","Pacific","male",60,1,40,802
"11044","Maori","female",35,4,38,1539
"11045","European","female",50,4,35,485
"11046","European","female",25,4,40,907
"11047","European","female",60,2,48,1124
"11048","European","female",55,3,30,2169
"11049","European","male",20,2,55,1162
"11050","European","female",35,1,37.5,1063
"11051","European","female",50,4,15,1650
"11052","European","male",25,4,42.5,830
"11053","European","male",60,3,40,949
"11054","European","male",50,2,40,1518
"11055","European","male",40,3,46,683
"11056","Asian","male",40,2,40,531
"11057","European","female",40,3,50,1184
"11058","European","male",60,4,40,6069
"11059","Pacific","female",45,4,15,601
"11060","European","male",30,3,50,1363
"11061","European","female",65,2,40,620
"11062","Pacific","female",15,1,18.5,253
"11063","European","female",50,3,16,310
"11064","European","male",20,3,40,552
"11065","European","male",25,3,37.5,1758
"11066","European","male",20,2,38.5,874
"11067","European","female",60,3,34.5,373
"11068","European","male",15,2,13,179
"11069","Maori","female",20,3,39,1277
"11070","European","female",15,2,41.5,597
"11071","European","female",60,4,50,1364
"11072","Asian","male",45,4,40,1105
"11073","European","female",30,4,39,1328
"11074","European","female",35,4,24,494
"11075","European","female",50,3,16.5,939
"11076","Asian","female",25,2,37.5,1029
"11077","Maori","male",30,1,40,1023
"11078","European","female",40,3,30,3165
"11079","Pacific","male",15,1,15,426
"11080","European","male",25,2,45,388
"11081","European","female",50,1,15,270
"11082","Pacific","male",40,1,50,1414
"11083","European","male",20,3,48,835
"11084","European","female",50,3,45,926
"11085","European","male",60,3,40,704
"11086","European","male",40,3,40,755
"11087","European","female",35,4,40,1666
"11088","European","male",30,3,46.5,986
"11089","Asian","male",60,4,45,1266
"11090","European","male",15,2,42.5,691
"11091","European","male",25,2,40,949
"11092","European","male",60,3,41.5,1185
"11093","European","female",35,4,45,980
"11094","European","male",35,3,40,1116
"11095","European","male",50,2,34,924
"11096","European","female",45,2,40,727
"11097","Pacific","female",25,2,37.5,708
"11098","European","male",40,1,40,559
"11099","European","male",20,2,41.5,779
"11100","European","female",45,3,37,1097
"11101","European","male",40,2,33,497
"11102","European","male",30,2,32,1242
"11103","European","female",40,1,37.5,1544
"11104","European","male",40,1,46,2238
"11105","Asian","male",20,2,6,72
"11106","European","female",30,3,40,907
"11107","Pacific","female",15,4,40,572
"11108","European","male",25,3,20,639
"11109","Asian","female",25,3,40,535
"11110","European","male",55,3,25.5,587
"11111","Maori","male",20,2,40,639
"11112","European","male",55,3,42,2534
"11113","European","male",55,2,40,576
"11114","European","male",30,1,40,1208
"11115","European","male",40,3,45,605
"11116","European","male",25,4,40,777
"11117","European","male",30,2,36,1340
"11118","European","female",20,2,49,842
"11119","European","male",60,4,40,972
"11120","European","female",30,4,40,1055
"11121","European","male",25,3,40,776
"11122","European","male",60,4,40,1826
"11123","European","male",40,1,33,535
"11124","European","male",60,4,90,1475
"11125","European","female",30,4,15,314
"11126","European","female",30,4,26,498
"11127","European","male",20,3,18,783
"11128","Asian","male",30,3,40,878
"11129","European","male",25,3,52,1044
"11130","European","male",40,2,50,721
"11131","European","male",40,4,40,1793
"11132","European","female",40,2,40,990
"11133","European","female",40,4,26,859
"11134","European","male",55,3,38,1452
"11135","Pacific","male",50,2,41,1052
"11136","European","female",40,1,33.5,916
"11137","European","female",35,4,10,220
"11138","Maori","male",20,3,26,332
"11139","European","male",60,1,45,705
"11140","Asian","male",45,1,45,1012
"11141","European","female",40,3,7.5,479
"11142","European","male",65,3,50,1395
"11143","European","female",55,2,40,704
"11144","European","male",60,2,35,524
"11145","European","male",20,3,6,84
"11146","European","female",60,3,40,1329
"11147","European","female",30,3,42.5,984
"11148","Asian","female",35,2,35,690
"11149","European","male",35,3,40,1422
"11150","European","female",45,1,37.5,693
"11151","European","male",25,3,56,624
"11152","European","female",60,3,20,395
"11153","European","male",25,3,40,763
"11154","European","female",60,2,45,1061
"11155","European","female",45,3,37.5,506
"11156","European","male",40,2,44,598
"11157","European","male",30,3,50,1464
"11158","European","female",45,1,40,1224
"11159","Maori","male",25,3,42.5,1169
"11160","European","male",55,1,40,1139
"11161","European","male",20,4,45,972
"11162","European","male",60,3,40,809
"11163","European","male",30,3,50,1015
"11164","European","female",50,2,37.5,1302
"11165","Asian","male",40,4,51,1873
"11166","European","female",35,1,31.5,435
"11167","European","male",20,4,40,397
"11168","European","male",50,4,40,1903
"11169","European","female",45,2,2,35
"11170","European","male",25,1,40,998
"11171","European","female",50,4,24,1012
"11172","European","male",30,2,9,1055
"11173","Asian","female",35,4,50,1226
"11174","European","female",55,4,16,299
"11175","Asian","male",25,4,40,754
"11176","European","female",60,3,40,648
"11177","European","female",20,3,38.5,615
"11178","European","male",35,2,45,741
"11179","Pacific","female",20,1,30,1014
"11180","European","female",30,3,32.5,1793
"11181","European","female",25,3,20,306
"11182","European","female",65,1,20,1295
"11183","Maori","male",25,1,50,660
"11184","European","male",45,3,45,1813
"11185","Pacific","male",45,3,45,4234
"11186","Asian","male",20,3,42.5,970
"11187","European","female",40,2,45,2498
"11188","European","male",45,4,40,1001
"11189","European","female",65,1,20.5,433
"11190","European","male",60,3,40,819
"11191","European","female",65,2,21,639
"11192","European","female",50,3,40,594
"11193","European","female",30,4,27.5,683
"11194","European","male",65,1,30,569
"11195","European","female",25,2,24,585
"11196","Pacific","male",45,3,10,421
"11197","European","male",40,3,40,777
"11198","Maori","female",45,3,40,630
"11199","European","male",55,3,40,990
"11200","European","female",20,4,40,657
"11201","European","female",45,4,40,1174
"11202","European","female",40,2,40,1985
"11203","Asian","male",40,3,40,748
"11204","European","female",50,3,9,820
"11205","European","male",40,3,45,673
"11206","European","female",45,1,40,1017
"11207","European","male",45,3,40,1553
"11208","European","female",25,4,40,863
"11209","Maori","male",65,1,40,954
"11210","Maori","female",65,3,40,844
"11211","European","male",40,3,45,902
"11212","European","male",55,4,40,1085
"11213","European","male",45,1,40,552
"11214","European","male",60,3,40,579
"11215","Maori","female",20,1,40,815
"11216","European","male",45,2,60,987
"11217","European","male",15,2,40,612
"11218","European","female",25,4,35,1087
"11219","European","male",35,4,42,779
"11220","European","female",35,1,10,219
"11221","European","male",60,4,46,1221
"11222","European","female",25,3,28,447
"11223","Asian","female",30,1,40,1962
"11224","European","female",55,4,36,884
"11225","European","female",35,3,7.5,157
"11226","European","male",35,3,16,318
"11227","European","male",30,3,41,676
"11228","European","female",20,1,40,520
"11229","European","male",35,1,40,662
"11230","European","male",30,2,4,114
"11231","European","female",55,1,35,695
"11232","Maori","female",15,1,40,576
"11233","Asian","female",45,4,40,999
"11234","European","male",55,3,46,935
"11235","European","female",45,3,15,771
"11236","Asian","male",40,2,40,748
"11237","Asian","female",45,4,12,463
"11238","Asian","female",55,1,40,759
"11239","European","male",35,3,40,656
"11240","European","female",25,4,60,1657
"11241","Maori","male",20,1,40,704
"11242","European","female",65,1,7,434
"11243","European","female",35,4,20,482
"11244","European","male",60,2,40,716
"11245","Maori","male",35,3,40,792
"11246","European","female",25,3,40,744
"11247","European","female",55,2,27.5,678
"11248","European","female",25,4,40,822
"11249","Asian","male",30,3,40,1350
"11250","European","female",25,4,45,1006
"11251","European","female",20,2,9,134
"11252","European","female",30,3,15,623
"11253","European","female",35,4,12.5,293
"11254","European","male",35,4,40,1381
"11255","European","female",30,4,54,1385
"11256","European","female",35,2,48,902
"11257","European","female",50,3,8,122
"11258","European","male",55,4,50,844
"11259","European","female",60,3,25,647
"11260","European","female",40,4,40,863
